Time;Source;Destination;Protocol;Length;Label
588900;1921681011;192168103;0;42;1
588902;1921681011;192168103;0;42;1
588904;1921681011;192168103;0;42;1
588906;1921681011;192168103;0;42;1
588908;1921681011;192168103;0;42;1
588910;1921681011;192168103;0;42;1
588911;1921681011;192168103;0;42;1
588913;1921681011;192168103;0;42;1
588913;1921681011;192168103;0;42;1
588915;1921681011;192168103;0;42;1
588916;1921681011;192168103;0;42;1
588917;1921681011;192168103;0;42;1
588918;1921681011;192168103;0;42;1
588919;1921681011;192168103;0;42;1
588920;1921681011;192168103;0;42;1
588922;1921681011;192168103;0;42;1
588922;1921681011;192168103;17;42;1
588924;1921681011;192168103;0;42;1
588925;1921681011;192168103;0;42;1
588926;1921681011;192168103;0;42;1
588927;1921681011;192168103;0;42;1
588928;1921681011;192168103;0;42;1
588929;1921681011;192168103;0;42;1
588931;1921681011;192168103;0;42;1
588932;1921681011;192168103;0;42;1
588933;1921681011;192168103;0;42;1
588934;1921681011;192168103;0;42;1
588935;1921681011;192168103;0;42;1
588936;1921681011;192168103;0;42;1
588938;1921681011;192168103;0;42;1
588938;1921681011;192168103;0;42;1
588940;1921681011;192168103;0;42;1
588941;1921681011;192168103;0;42;1
588942;1921681011;192168103;0;42;1
588943;1921681011;192168103;0;42;1
588944;1921681011;192168103;0;42;1
588945;1921681011;192168103;0;42;1
588947;1921681011;192168103;0;42;1
588948;1921681011;192168103;0;42;1
588949;1921681011;192168103;0;42;1
588950;1921681011;192168103;0;42;1
588952;1921681011;192168103;0;42;1
588952;1921681011;192168103;0;42;1
588954;1921681011;192168103;0;42;1
588955;1921681011;192168103;0;42;1
588956;1921681011;192168103;0;42;1
588957;1921681011;192168103;0;42;1
588958;1921681011;192168103;0;42;1
588959;1921681011;192168103;0;42;1
588961;1921681011;192168103;0;42;1
588961;1921681011;192168103;0;42;1
588963;1921681011;192168103;0;42;1
588964;1921681011;192168103;0;42;1
588965;1921681011;192168103;0;42;1
588966;1921681011;192168103;0;42;1
588968;1921681011;192168103;0;42;1
588968;1921681011;192168103;0;42;1
588970;1921681011;192168103;0;42;1
588971;1921681011;192168103;0;42;1
588972;1921681011;192168103;0;42;1
588973;1921681011;192168103;17;42;1
588975;1921681011;192168103;0;42;1
588976;1921681011;192168103;0;42;1
588977;1921681011;192168103;0;42;1
588978;1921681011;192168103;0;42;1
588979;1921681011;192168103;0;42;1
588980;1921681011;192168103;0;42;1
588982;1921681011;192168103;0;42;1
588982;1921681011;192168103;0;42;1
588984;1921681011;192168103;0;42;1
588985;1921681011;192168103;0;42;1
588986;1921681011;192168103;0;42;1
588987;1921681011;192168103;0;42;1
588988;1921681011;192168103;0;42;1
588989;1921681011;192168103;0;42;1
588991;1921681011;192168103;0;42;1
588992;1921681011;192168103;0;42;1
588993;1921681011;192168103;0;42;1
588994;1921681011;192168103;0;42;1
588995;1921681011;192168103;0;42;1
588996;1921681011;192168103;0;42;1
588998;1921681011;192168103;0;42;1
588999;1921681011;192168103;0;42;1
589000;1921681011;192168103;0;42;1
589001;1921681011;192168103;0;42;1
589003;1921681011;192168103;0;42;1
589003;1921681011;192168103;0;42;1
589005;1921681011;192168103;0;42;1
589006;1921681011;192168103;0;42;1
589007;1921681011;192168103;0;42;1
589008;1921681011;192168103;0;42;1
589009;1921681011;192168103;0;42;1
589010;1921681011;192168103;0;42;1
589012;1921681011;192168103;0;42;1
589013;1921681011;192168103;0;42;1
589014;1921681011;192168103;0;42;1
589015;1921681011;192168103;0;42;1
589017;1921681011;192168103;0;42;1
589017;1921681011;192168103;0;42;1
589019;1921681011;192168103;0;42;1
589020;1921681011;192168103;0;42;1
589021;1921681011;192168103;0;42;1
589022;1921681011;192168103;0;42;1
589024;1921681011;192168103;0;42;1
589025;1921681011;192168103;0;42;1
589026;1921681011;192168103;0;42;1
589027;1921681011;192168103;0;42;1
589029;1921681011;192168103;0;42;1
589030;1921681011;192168103;0;42;1
589031;1921681011;192168103;0;42;1
589032;1921681011;192168103;0;42;1
589034;1921681011;192168103;0;42;1
589035;1921681011;192168103;0;42;1
589036;1921681011;192168103;0;42;1
589037;1921681011;192168103;0;42;1
589039;1921681011;192168103;0;42;1
590939;192168103;1921681011;0;42;1
598189;192168103;1921681011;0;42;1
612193;1921681011;192168103;0;42;1
612208;1921681011;192168103;0;42;1
612210;1921681011;192168103;0;42;1
612211;1921681011;192168103;0;42;1
612212;1921681011;192168103;0;42;1
612213;1921681011;192168103;0;42;1
612214;1921681011;192168103;0;42;1
612215;1921681011;192168103;0;42;1
612216;1921681011;192168103;0;42;1
612217;1921681011;192168103;0;42;1
612218;1921681011;192168103;0;42;1
612223;1921681011;192168103;0;42;1
612223;1921681011;192168103;0;42;1
612226;1921681011;192168103;0;42;1
612229;1921681011;192168103;0;42;1
612231;1921681011;192168103;17;42;1
612233;1921681011;192168103;17;42;1
612235;1921681011;192168103;0;42;1
612237;1921681011;192168103;0;42;1
612239;1921681011;192168103;0;42;1
612240;1921681011;192168103;0;42;1
612242;1921681011;192168103;0;42;1
612244;1921681011;192168103;0;42;1
612246;1921681011;192168103;0;42;1
612247;1921681011;192168103;0;42;1
612249;1921681011;192168103;0;42;1
612250;1921681011;192168103;0;42;1
612252;1921681011;192168103;0;42;1
612252;1921681011;192168103;0;42;1
612254;1921681011;192168103;0;42;1
612255;1921681011;192168103;6;42;1
612257;1921681011;192168103;0;42;1
612258;1921681011;192168103;0;42;1
612260;1921681011;192168103;0;42;1
612261;1921681011;192168103;0;42;1
612262;1921681011;192168103;0;42;1
612263;1921681011;192168103;0;42;1
612265;1921681011;192168103;6;42;1
612266;1921681011;192168103;0;42;1
612267;1921681011;192168103;0;42;1
612268;1921681011;192168103;0;42;1
612270;1921681011;192168103;0;42;1
612271;1921681011;192168103;0;42;1
612273;1921681011;192168103;17;42;1
612274;1921681011;192168103;0;42;1
612275;1921681011;192168103;0;42;1
612276;1921681011;192168103;0;42;1
612278;1921681011;192168103;0;42;1
612279;1921681011;192168103;0;42;1
612280;1921681011;192168103;0;42;1
612281;1921681011;192168103;0;42;1
612283;1921681011;192168103;0;42;1
612284;1921681011;192168103;0;42;1
612286;1921681011;192168103;0;42;1
612287;1921681011;192168103;0;42;1
612288;1921681011;192168103;0;42;1
612289;1921681011;192168103;0;42;1
612291;1921681011;192168103;0;42;1
612291;1921681011;192168103;0;42;1
612293;1921681011;192168103;0;42;1
612294;1921681011;192168103;0;42;1
612296;1921681011;192168103;0;42;1
612298;1921681011;192168103;0;42;1
612299;1921681011;192168103;0;42;1
612300;1921681011;192168103;0;42;1
612301;1921681011;192168103;0;42;1
612303;1921681011;192168103;0;42;1
612304;1921681011;192168103;0;42;1
612305;1921681011;192168103;0;42;1
612306;1921681011;192168103;0;42;1
612308;1921681011;192168103;0;42;1
612309;1921681011;192168103;0;42;1
612311;1921681011;192168103;0;42;1
612313;1921681011;192168103;0;42;1
612314;1921681011;192168103;0;42;1
612315;1921681011;192168103;0;42;1
612316;1921681011;192168103;6;42;1
612318;1921681011;192168103;0;42;1
612319;1921681011;192168103;0;42;1
612320;1921681011;192168103;0;42;1
612321;1921681011;192168103;0;42;1
612322;1921681011;192168103;0;42;1
612323;1921681011;192168103;0;42;1
612325;1921681011;192168103;0;42;1
612327;1921681011;192168103;0;42;1
612328;1921681011;192168103;0;42;1
612330;1921681011;192168103;6;42;1
612331;1921681011;192168103;6;42;1
612332;1921681011;192168103;0;42;1
612333;1921681011;192168103;0;42;1
612334;1921681011;192168103;0;42;1
612335;1921681011;192168103;0;42;1
612337;1921681011;192168103;0;42;1
612338;1921681011;192168103;0;42;1
612339;1921681011;192168103;0;42;1
612341;1921681011;192168103;0;42;1
612342;1921681011;192168103;0;42;1
612343;1921681011;192168103;0;42;1
612344;1921681011;192168103;0;42;1
612346;1921681011;192168103;0;42;1
612347;1921681011;192168103;0;42;1
612348;1921681011;192168103;0;42;1
612350;1921681011;192168103;0;42;1
612351;1921681011;192168103;0;42;1
612352;1921681011;192168103;6;42;1
612353;1921681011;192168103;0;42;1
612354;1921681011;192168103;0;42;1
612355;1921681011;192168103;0;42;1
612356;1921681011;192168103;0;42;1
612357;1921681011;192168103;0;42;1
612359;1921681011;192168103;0;42;1
612360;1921681011;192168103;0;42;1
612361;1921681011;192168103;0;42;1
612362;1921681011;192168103;0;42;1
612364;1921681011;192168103;0;42;1
612365;1921681011;192168103;0;42;1
612366;1921681011;192168103;0;42;1
612367;1921681011;192168103;0;42;1
612369;1921681011;192168103;0;42;1
612370;1921681011;192168103;0;42;1
612371;1921681011;192168103;0;42;1
612372;1921681011;192168103;0;42;1
612374;1921681011;192168103;0;42;1
612375;1921681011;192168103;0;42;1
612376;1921681011;192168103;0;42;1
612377;1921681011;192168103;0;42;1
612379;1921681011;192168103;0;42;1
612380;1921681011;192168103;0;42;1
612382;1921681011;192168103;0;42;1
612383;1921681011;192168103;0;42;1
612384;1921681011;192168103;0;42;1
612385;1921681011;192168103;0;42;1
612387;1921681011;192168103;0;42;1
612388;1921681011;192168103;0;42;1
612389;1921681011;192168103;0;42;1
612390;1921681011;192168103;0;42;1
612392;1921681011;192168103;0;42;1
612392;1921681011;192168103;0;42;1
612394;1921681011;192168103;0;42;1
612395;1921681011;192168103;0;42;1
612396;1921681011;192168103;0;42;1
612398;1921681011;192168103;0;42;1
636702;1921681011;192168103;0;42;1
636714;1921681011;192168103;0;42;1
636717;1921681011;192168103;17;42;1
636719;1921681011;192168103;0;42;1
636721;1921681011;192168103;0;42;1
636723;1921681011;192168103;0;42;1
636725;1921681011;192168103;0;42;1
636727;1921681011;192168103;0;42;1
636729;1921681011;192168103;0;42;1
636731;1921681011;192168103;0;42;1
636742;1921681011;192168103;0;42;1
636743;1921681011;192168103;0;42;1
636747;1921681011;192168103;0;42;1
636748;1921681011;192168103;0;42;1
636750;1921681011;192168103;0;42;1
636751;1921681011;192168103;0;42;1
636752;1921681011;192168103;0;42;1
636754;1921681011;192168103;0;42;1
636755;1921681011;192168103;0;42;1
636764;1921681011;192168103;0;42;1
636765;1921681011;192168103;0;42;1
636769;1921681011;192168103;17;42;1
636773;1921681011;192168103;0;42;1
636775;1921681011;192168103;0;42;1
636778;1921681011;192168103;0;42;1
636780;1921681011;192168103;6;42;1
636783;1921681011;192168103;0;42;1
636785;1921681011;192168103;0;42;1
636788;1921681011;192168103;0;42;1
636790;1921681011;192168103;0;42;1
636792;1921681011;192168103;0;42;1
636795;1921681011;192168103;0;42;1
636796;1921681011;192168103;0;42;1
636799;1921681011;192168103;0;42;1
636801;1921681011;192168103;0;42;1
636802;1921681011;192168103;0;42;1
636805;1921681011;192168103;0;42;1
636811;1921681011;192168103;0;42;1
636813;1921681011;192168103;0;42;1
636815;1921681011;192168103;0;42;1
636816;1921681011;192168103;0;42;1
636818;1921681011;192168103;0;42;1
636819;1921681011;192168103;0;42;1
636820;1921681011;192168103;0;42;1
636822;1921681011;192168103;0;42;1
636823;1921681011;192168103;0;42;1
636825;1921681011;192168103;0;42;1
636826;1921681011;192168103;0;42;1
636828;1921681011;192168103;0;42;1
636829;1921681011;192168103;0;42;1
636830;1921681011;192168103;0;42;1
636832;1921681011;192168103;0;42;1
636833;1921681011;192168103;0;42;1
636834;1921681011;192168103;0;42;1
636835;1921681011;192168103;0;42;1
636837;1921681011;192168103;17;42;1
636838;1921681011;192168103;0;42;1
636839;1921681011;192168103;0;42;1
636840;1921681011;192168103;0;42;1
636842;1921681011;192168103;0;42;1
636843;1921681011;192168103;0;42;1
636844;1921681011;192168103;0;42;1
636845;1921681011;192168103;0;42;1
636847;1921681011;192168103;0;42;1
636848;1921681011;192168103;0;42;1
636850;1921681011;192168103;0;42;1
636851;1921681011;192168103;0;42;1
636852;1921681011;192168103;0;42;1
636853;1921681011;192168103;0;42;1
636855;1921681011;192168103;0;42;1
636856;1921681011;192168103;0;42;1
636857;1921681011;192168103;0;42;1
636862;1921681011;192168103;0;42;1
636864;1921681011;192168103;0;42;1
636865;1921681011;192168103;0;42;1
636868;1921681011;192168103;0;42;1
636869;1921681011;192168103;0;42;1
636870;1921681011;192168103;0;42;1
636873;1921681011;192168103;0;42;1
636874;1921681011;192168103;0;42;1
636876;1921681011;192168103;0;42;1
636878;1921681011;192168103;0;42;1
636880;1921681011;192168103;0;42;1
636881;1921681011;192168103;0;42;1
636884;1921681011;192168103;0;42;1
636885;1921681011;192168103;6;42;1
636888;1921681011;192168103;0;42;1
636889;1921681011;192168103;0;42;1
636891;1921681011;192168103;0;42;1
636892;1921681011;192168103;0;42;1
636895;1921681011;192168103;0;42;1
636897;1921681011;192168103;0;42;1
636899;1921681011;192168103;0;42;1
636900;1921681011;192168103;0;42;1
636903;1921681011;192168103;0;42;1
636904;1921681011;192168103;0;42;1
636906;1921681011;192168103;0;42;1
636908;1921681011;192168103;0;42;1
636910;1921681011;192168103;0;42;1
636912;1921681011;192168103;0;42;1
636914;1921681011;192168103;0;42;1
636918;1921681011;192168103;0;42;1
636919;1921681011;192168103;0;42;1
636922;1921681011;192168103;0;42;1
636923;1921681011;192168103;0;42;1
636925;1921681011;192168103;0;42;1
636926;1921681011;192168103;0;42;1
636929;1921681011;192168103;0;42;1
636930;1921681011;192168103;0;42;1
636936;1921681011;192168103;0;42;1
636939;1921681011;192168103;0;42;1
636940;1921681011;192168103;6;42;1
636942;1921681011;192168103;0;42;1
636944;1921681011;192168103;0;42;1
636946;1921681011;192168103;0;42;1
636947;1921681011;192168103;0;42;1
636950;1921681011;192168103;0;42;1
636951;1921681011;192168103;0;42;1
636953;1921681011;192168103;0;42;1
636957;1921681011;192168103;0;42;1
636959;1921681011;192168103;0;42;1
636961;1921681011;192168103;0;42;1
636963;1921681011;192168103;0;42;1
636966;1921681011;192168103;17;42;1
636968;1921681011;192168103;0;42;1
636970;1921681011;192168103;0;42;1
636972;1921681011;192168103;0;42;1
636973;1921681011;192168103;0;42;1
636981;1921681011;192168103;0;42;1
636983;1921681011;192168103;0;42;1
636985;1921681011;192168103;0;42;1
636987;1921681011;192168103;0;42;1
636989;1921681011;192168103;0;42;1
636991;1921681011;192168103;0;42;1
636992;1921681011;192168103;0;42;1
636995;1921681011;192168103;0;42;1
636996;1921681011;192168103;0;42;1
636999;1921681011;192168103;0;42;1
637001;1921681011;192168103;0;42;1
637003;1921681011;192168103;0;42;1
637004;1921681011;192168103;0;42;1
637006;1921681011;192168103;0;42;1
637007;1921681011;192168103;0;42;1
668204;1921681011;192168103;0;42;1
668218;1921681011;192168103;0;42;1
668221;1921681011;192168103;0;42;1
668224;1921681011;192168103;0;42;1
668226;1921681011;192168103;0;42;1
668228;1921681011;192168103;0;42;1
668230;1921681011;192168103;0;42;1
668233;1921681011;192168103;0;42;1
668235;1921681011;192168103;0;42;1
668237;1921681011;192168103;0;42;1
668239;1921681011;192168103;0;42;1
668241;1921681011;192168103;0;42;1
668243;1921681011;192168103;0;42;1
668245;1921681011;192168103;0;42;1
668247;1921681011;192168103;0;42;1
668249;1921681011;192168103;0;42;1
668251;1921681011;192168103;0;42;1
668253;1921681011;192168103;0;42;1
668255;1921681011;192168103;0;42;1
668267;1921681011;192168103;0;42;1
668270;1921681011;192168103;0;42;1
668276;1921681011;192168103;0;42;1
668279;1921681011;192168103;0;42;1
668284;1921681011;192168103;0;42;1
668287;1921681011;192168103;0;42;1
668292;1921681011;192168103;0;42;1
668294;1921681011;192168103;0;42;1
668299;1921681011;192168103;0;42;1
668301;1921681011;192168103;0;42;1
668312;1921681011;192168103;0;42;1
668316;1921681011;192168103;6;42;1
668318;1921681011;192168103;0;42;1
668321;1921681011;192168103;0;42;1
668326;1921681011;192168103;0;42;1
668328;1921681011;192168103;0;42;1
668332;1921681011;192168103;6;42;1
668334;1921681011;192168103;0;42;1
668338;1921681011;192168103;0;42;1
668340;1921681011;192168103;0;42;1
668344;1921681011;192168103;0;42;1
668346;1921681011;192168103;0;42;1
668350;1921681011;192168103;0;42;1
668352;1921681011;192168103;0;42;1
668355;1921681011;192168103;0;42;1
668357;1921681011;192168103;0;42;1
668361;1921681011;192168103;0;42;1
668363;1921681011;192168103;0;42;1
668367;1921681011;192168103;0;42;1
668369;1921681011;192168103;0;42;1
668373;1921681011;192168103;0;42;1
668375;1921681011;192168103;0;42;1
668379;1921681011;192168103;0;42;1
668381;1921681011;192168103;0;42;1
668385;1921681011;192168103;0;42;1
668387;1921681011;192168103;0;42;1
668390;1921681011;192168103;0;42;1
668392;1921681011;192168103;0;42;1
668398;1921681011;192168103;0;42;1
668402;1921681011;192168103;0;42;1
668404;1921681011;192168103;0;42;1
668408;1921681011;192168103;0;42;1
668410;1921681011;192168103;0;42;1
668413;1921681011;192168103;0;42;1
668416;1921681011;192168103;0;42;1
668419;1921681011;192168103;0;42;1
668422;1921681011;192168103;0;42;1
668425;1921681011;192168103;6;42;1
668427;1921681011;192168103;0;42;1
668435;1921681011;192168103;0;42;1
668439;1921681011;192168103;0;42;1
668441;1921681011;192168103;0;42;1
668445;1921681011;192168103;0;42;1
668447;1921681011;192168103;0;42;1
668451;1921681011;192168103;0;42;1
668453;1921681011;192168103;0;42;1
668457;1921681011;192168103;0;42;1
668459;1921681011;192168103;0;42;1
668462;1921681011;192168103;0;42;1
668465;1921681011;192168103;0;42;1
668468;1921681011;192168103;0;42;1
668470;1921681011;192168103;0;42;1
668474;1921681011;192168103;0;42;1
668476;1921681011;192168103;0;42;1
668480;1921681011;192168103;0;42;1
668482;1921681011;192168103;0;42;1
668485;1921681011;192168103;0;42;1
668487;1921681011;192168103;0;42;1
668491;1921681011;192168103;0;42;1
668493;1921681011;192168103;0;42;1
668496;1921681011;192168103;0;42;1
668498;1921681011;192168103;0;42;1
668502;1921681011;192168103;0;42;1
668504;1921681011;192168103;0;42;1
668508;1921681011;192168103;0;42;1
668510;1921681011;192168103;0;42;1
668513;1921681011;192168103;0;42;1
668518;1921681011;192168103;0;42;1
668521;1921681011;192168103;0;42;1
668524;1921681011;192168103;0;42;1
668526;1921681011;192168103;0;42;1
668530;1921681011;192168103;0;42;1
668532;1921681011;192168103;6;42;1
668535;1921681011;192168103;0;42;1
668537;1921681011;192168103;0;42;1
668540;1921681011;192168103;0;42;1
668543;1921681011;192168103;0;42;1
668546;1921681011;192168103;0;42;1
668548;1921681011;192168103;0;42;1
668551;1921681011;192168103;0;42;1
668553;1921681011;192168103;0;42;1
668556;1921681011;192168103;0;42;1
668558;1921681011;192168103;0;42;1
668562;1921681011;192168103;0;42;1
668564;1921681011;192168103;0;42;1
668567;1921681011;192168103;0;42;1
668569;1921681011;192168103;0;42;1
668573;1921681011;192168103;0;42;1
668575;1921681011;192168103;0;42;1
668578;1921681011;192168103;0;42;1
668581;1921681011;192168103;0;42;1
668584;1921681011;192168103;17;42;1
668586;1921681011;192168103;0;42;1
668590;1921681011;192168103;0;42;1
668592;1921681011;192168103;0;42;1
668595;1921681011;192168103;0;42;1
668597;1921681011;192168103;0;42;1
668601;1921681011;192168103;0;42;1
668603;1921681011;192168103;0;42;1
668615;1921681011;192168103;0;42;1
668619;1921681011;192168103;0;42;1
668624;1921681011;192168103;0;42;1
668626;1921681011;192168103;0;42;1
668630;1921681011;192168103;0;42;1
668632;1921681011;192168103;0;42;1
668636;1921681011;192168103;0;42;1
668639;1921681011;192168103;0;42;1
668642;1921681011;192168103;0;42;1
668644;1921681011;192168103;0;42;1
668647;1921681011;192168103;0;42;1
668649;1921681011;192168103;0;42;1
668653;1921681011;192168103;0;42;1
668655;1921681011;192168103;0;42;1
668658;1921681011;192168103;0;42;1
668661;1921681011;192168103;17;42;1
668664;1921681011;192168103;0;42;1
668667;1921681011;192168103;0;42;1
668670;1921681011;192168103;0;42;1
695823;1921681011;192168103;0;42;1
695832;1921681011;192168103;0;42;1
695834;1921681011;192168103;0;42;1
695836;1921681011;192168103;0;42;1
695838;1921681011;192168103;0;42;1
695840;1921681011;192168103;0;42;1
695842;1921681011;192168103;0;42;1
695844;1921681011;192168103;0;42;1
695846;1921681011;192168103;0;42;1
695848;1921681011;192168103;0;42;1
695849;1921681011;192168103;0;42;1
695851;1921681011;192168103;0;42;1
695853;1921681011;192168103;0;42;1
695855;1921681011;192168103;0;42;1
695857;1921681011;192168103;0;42;1
695859;1921681011;192168103;0;42;1
695861;1921681011;192168103;0;42;1
695863;1921681011;192168103;0;42;1
695865;1921681011;192168103;0;42;1
695867;1921681011;192168103;0;42;1
695869;1921681011;192168103;0;42;1
695871;1921681011;192168103;0;42;1
695883;1921681011;192168103;0;42;1
695885;1921681011;192168103;0;42;1
695887;1921681011;192168103;0;42;1
695892;1921681011;192168103;0;42;1
695894;1921681011;192168103;0;42;1
695898;1921681011;192168103;0;42;1
695900;1921681011;192168103;0;42;1
695904;1921681011;192168103;0;42;1
695909;1921681011;192168103;0;42;1
695911;1921681011;192168103;0;42;1
695917;1921681011;192168103;0;42;1
695919;1921681011;192168103;0;42;1
695923;1921681011;192168103;0;42;1
695925;1921681011;192168103;0;42;1
695929;1921681011;192168103;0;42;1
695937;1921681011;192168103;0;42;1
695940;1921681011;192168103;0;42;1
695942;1921681011;192168103;0;42;1
695944;1921681011;192168103;0;42;1
695946;1921681011;192168103;0;42;1
695948;1921681011;192168103;0;42;1
695950;1921681011;192168103;0;42;1
695952;1921681011;192168103;0;42;1
695954;1921681011;192168103;0;42;1
695956;1921681011;192168103;0;42;1
695961;1921681011;192168103;0;42;1
695963;1921681011;192168103;0;42;1
695966;1921681011;192168103;17;42;1
695968;1921681011;192168103;0;42;1
695972;1921681011;192168103;0;42;1
695974;1921681011;192168103;0;42;1
695976;1921681011;192168103;0;42;1
695979;1921681011;192168103;0;42;1
695981;1921681011;192168103;0;42;1
695986;1921681011;192168103;0;42;1
695988;1921681011;192168103;6;42;1
695991;1921681011;192168103;0;42;1
695993;1921681011;192168103;0;42;1
695998;1921681011;192168103;0;42;1
696000;1921681011;192168103;0;42;1
696004;1921681011;192168103;0;42;1
696006;1921681011;192168103;0;42;1
696011;1921681011;192168103;0;42;1
696015;1921681011;192168103;0;42;1
696017;1921681011;192168103;0;42;1
696021;1921681011;192168103;0;42;1
696023;1921681011;192168103;0;42;1
696026;1921681011;192168103;0;42;1
696028;1921681011;192168103;0;42;1
696032;1921681011;192168103;0;42;1
696034;1921681011;192168103;0;42;1
696037;1921681011;192168103;0;42;1
696039;1921681011;192168103;0;42;1
696042;1921681011;192168103;0;42;1
696044;1921681011;192168103;6;42;1
696048;1921681011;192168103;0;42;1
696050;1921681011;192168103;0;42;1
696053;1921681011;192168103;0;42;1
696059;1921681011;192168103;0;42;1
696063;1921681011;192168103;0;42;1
696065;1921681011;192168103;0;42;1
696069;1921681011;192168103;0;42;1
696071;1921681011;192168103;0;42;1
696074;1921681011;192168103;0;42;1
696076;1921681011;192168103;0;42;1
696079;1921681011;192168103;0;42;1
696082;1921681011;192168103;0;42;1
696085;1921681011;192168103;0;42;1
696087;1921681011;192168103;0;42;1
696091;1921681011;192168103;0;42;1
696093;1921681011;192168103;0;42;1
696096;1921681011;192168103;0;42;1
696098;1921681011;192168103;0;42;1
696102;1921681011;192168103;0;42;1
696104;1921681011;192168103;0;42;1
696107;1921681011;192168103;0;42;1
696109;1921681011;192168103;0;42;1
696112;1921681011;192168103;0;42;1
696114;1921681011;192168103;6;42;1
696117;1921681011;192168103;0;42;1
696119;1921681011;192168103;0;42;1
696122;1921681011;192168103;0;42;1
696124;1921681011;192168103;0;42;1
696127;1921681011;192168103;0;42;1
696129;1921681011;192168103;0;42;1
696132;1921681011;192168103;0;42;1
696134;1921681011;192168103;0;42;1
696138;1921681011;192168103;0;42;1
696140;1921681011;192168103;0;42;1
696143;1921681011;192168103;0;42;1
696145;1921681011;192168103;0;42;1
696148;1921681011;192168103;0;42;1
696150;1921681011;192168103;0;42;1
696153;1921681011;192168103;0;42;1
696155;1921681011;192168103;0;42;1
696158;1921681011;192168103;0;42;1
696160;1921681011;192168103;0;42;1
696163;1921681011;192168103;0;42;1
696165;1921681011;192168103;0;42;1
696169;1921681011;192168103;0;42;1
696171;1921681011;192168103;0;42;1
696174;1921681011;192168103;0;42;1
696176;1921681011;192168103;0;42;1
696180;1921681011;192168103;0;42;1
696182;1921681011;192168103;0;42;1
696185;1921681011;192168103;0;42;1
696195;1921681011;192168103;0;42;1
696199;1921681011;192168103;0;42;1
696201;1921681011;192168103;0;42;1
696204;1921681011;192168103;0;42;1
696206;1921681011;192168103;0;42;1
696210;1921681011;192168103;0;42;1
696212;1921681011;192168103;0;42;1
696215;1921681011;192168103;0;42;1
696217;1921681011;192168103;0;42;1
696221;1921681011;192168103;0;42;1
696223;1921681011;192168103;0;42;1
696226;1921681011;192168103;0;42;1
696228;1921681011;192168103;0;42;1
696231;1921681011;192168103;0;42;1
696233;1921681011;192168103;0;42;1
696236;1921681011;192168103;0;42;1
696238;1921681011;192168103;0;42;1
696241;1921681011;192168103;0;42;1
700328;192168103;1921681011;0;42;1
723327;1921681011;192168103;0;42;1
723338;1921681011;192168103;0;42;1
723341;1921681011;192168103;0;42;1
723343;1921681011;192168103;0;42;1
723345;1921681011;192168103;0;42;1
723347;1921681011;192168103;0;42;1
723348;1921681011;192168103;0;42;1
723351;1921681011;192168103;0;42;1
723352;1921681011;192168103;0;42;1
723354;1921681011;192168103;0;42;1
723356;1921681011;192168103;0;42;1
723358;1921681011;192168103;0;42;1
723360;1921681011;192168103;0;42;1
723362;1921681011;192168103;0;42;1
723364;1921681011;192168103;0;42;1
723366;1921681011;192168103;0;42;1
723368;1921681011;192168103;0;42;1
723370;1921681011;192168103;0;42;1
723372;1921681011;192168103;0;42;1
723374;1921681011;192168103;0;42;1
723376;1921681011;192168103;0;42;1
723378;1921681011;192168103;0;42;1
723380;1921681011;192168103;0;42;1
723382;1921681011;192168103;0;42;1
723384;1921681011;192168103;0;42;1
723386;1921681011;192168103;0;42;1
723388;1921681011;192168103;0;42;1
723390;1921681011;192168103;0;42;1
723393;1921681011;192168103;0;42;1
723396;1921681011;192168103;0;42;1
723408;1921681011;192168103;0;42;1
723410;1921681011;192168103;0;42;1
723416;1921681011;192168103;0;42;1
723418;1921681011;192168103;0;42;1
723424;1921681011;192168103;0;42;1
723426;1921681011;192168103;0;42;1
723428;1921681011;192168103;0;42;1
723439;1921681011;192168103;0;42;1
723443;1921681011;192168103;0;42;1
723445;1921681011;192168103;0;42;1
723450;1921681011;192168103;0;42;1
723452;1921681011;192168103;0;42;1
723455;1921681011;192168103;0;42;1
723458;1921681011;192168103;0;42;1
723461;1921681011;192168103;0;42;1
723463;1921681011;192168103;0;42;1
723467;1921681011;192168103;0;42;1
723469;1921681011;192168103;0;42;1
723473;1921681011;192168103;0;42;1
723475;1921681011;192168103;0;42;1
723478;1921681011;192168103;0;42;1
723480;1921681011;192168103;0;42;1
723484;1921681011;192168103;0;42;1
723486;1921681011;192168103;0;42;1
723489;1921681011;192168103;6;42;1
723491;1921681011;192168103;0;42;1
723495;1921681011;192168103;0;42;1
723497;1921681011;192168103;0;42;1
723500;1921681011;192168103;0;42;1
723502;1921681011;192168103;17;42;1
723505;1921681011;192168103;0;42;1
723507;1921681011;192168103;0;42;1
723511;1921681011;192168103;17;42;1
723513;1921681011;192168103;0;42;1
723517;1921681011;192168103;0;42;1
723519;1921681011;192168103;0;42;1
723523;1921681011;192168103;0;42;1
723525;1921681011;192168103;0;42;1
723529;1921681011;192168103;0;42;1
723534;1921681011;192168103;0;42;1
723537;1921681011;192168103;0;42;1
723540;1921681011;192168103;17;42;1
723542;1921681011;192168103;0;42;1
723545;1921681011;192168103;0;42;1
723547;1921681011;192168103;0;42;1
723551;1921681011;192168103;0;42;1
723553;1921681011;192168103;0;42;1
723561;1921681011;192168103;0;42;1
723564;1921681011;192168103;0;42;1
